5 Minutes,Lane 1 Speed (mph),Lane 1 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 5 Speed (mph),Lane 5 Flow (Veh/5 Minutes),Speed (mph),Flow (Veh/5 Minutes),# Lane Points,% Observed
9/13/2022 1:25,76.60,2,74.10,17,71.90,3,68.70,5,64.40,1,72.70,28,5,100.00
9/13/2022 1:30,76.60,3,74.00,7,72.00,4,68.40,5,64.30,1,72.10,20,5,100.00
9/13/2022 1:35,76.60,4,74.10,12,71.90,9,68.80,4,64.30,0,73.00,29,5,100.00
9/13/2022 1:40,76.50,1,73.90,11,72.00,7,69.20,4,64.40,2,72.00,25,5,100.00
9/13/2022 1:45,76.50,3,74.00,9,71.90,6,69.30,3,64.40,1,72.70,22,5,100.00
9/13/2022 1:50,76.30,5,74.00,9,72.20,12,69.40,2,64.40,0,73.30,28,5,100.00
9/13/2022 1:55,76.30,5,74.10,16,71.90,9,69.50,4,64.50,2,72.80,36,5,100.00
9/13/2022 2:00,76.40,7,74.00,10,71.90,10,69.50,2,64.50,0,73.50,29,5,100.00
9/13/2022 2:05,76.40,4,74.00,14,69.90,5,69.30,4,64.30,1,72.60,28,5,100.00
9/13/2022 2:10,76.40,7,74.10,13,70.50,11,69.40,3,64.30,0,73.00,34,5,100.00
9/13/2022 2:15,76.50,8,74.10,11,70.90,9,69.60,8,64.30,0,72.80,36,5,100.00
9/13/2022 2:20,76.50,7,73.90,10,71.40,10,69.70,4,64.30,0,73.10,31,5,100.00
9/13/2022 2:25,76.50,6,74.20,8,71.80,6,69.60,3,64.30,0,73.60,23,5,100.00
9/13/2022 2:30,76.40,7,74.20,8,39.40,11,69.60,5,64.30,0,61.60,31,5,100.00
9/13/2022 2:35,76.50,12,74.30,18,55.80,8,69.40,8,64.50,1,70.70,47,5,100.00
9/13/2022 2:40,76.60,10,74.20,18,64.10,13,69.00,2,64.50,0,71.50,43,5,100.00
9/13/2022 2:45,76.50,8,73.00,12,68.00,10,68.30,2,64.50,0,72.00,32,5,100.00
9/13/2022 2:50,76.40,12,73.60,13,70.20,12,68.60,8,64.50,0,72.60,45,5,100.00
9/13/2022 2:55,76.50,11,72.70,18,71.20,12,68.80,5,64.70,1,72.60,47,5,100.00
9/13/2022 3:00,76.40,10,73.20,21,71.70,11,67.90,4,64.70,0,73.10,46,5,100.00
9/13/2022 3:05,76.50,16,73.40,22,71.50,15,68.40,8,64.70,0,73.10,61,5,100.00
9/13/2022 3:10,76.50,15,73.40,21,71.90,15,69.00,4,64.40,1,73.40,56,5,100.00
9/13/2022 3:15,76.40,14,73.80,20,72.20,14,68.50,2,64.40,0,73.90,50,5,100.00
9/13/2022 3:20,76.50,19,73.50,30,72.40,17,68.40,6,64.30,1,73.50,73,5,100.00
9/13/2022 3:25,76.70,24,74.10,26,70.90,17,69.00,6,64.30,0,73.80,73,5,100.00
9/13/2022 3:30,76.70,26,74.00,31,72.10,20,68.30,16,64.50,1,73.30,94,5,100.00
9/13/2022 3:35,76.60,22,74.60,31,70.90,23,69.20,24,64.50,0,72.90,100,5,100.00
9/13/2022 3:40,76.60,22,75.10,28,71.50,26,67.10,7,64.50,0,73.70,83,5,100.00
9/13/2022 3:45,76.50,25,74.60,34,71.80,22,68.20,10,64.50,0,73.70,91,5,100.00
9/13/2022 3:50,76.40,28,74.90,37,71.60,26,68.00,15,64.40,1,73.40,107,5,100.00
9/13/2022 3:55,76.40,26,75.20,34,71.90,23,69.10,21,64.40,0,73.50,104,5,100.00
9/13/2022 4:00,77.30,37,75.90,42,72.10,28,68.50,19,64.50,1,74.30,127,5,100.00
9/13/2022 4:05,77.80,50,75.90,39,72.90,31,69.50,18,64.00,1,75.00,139,5,100.00
9/13/2022 4:10,76.70,52,75.80,43,73.00,35,69.70,15,64.10,1,74.70,146,5,100.00
9/13/2022 4:15,76.60,63,76.30,65,73.50,41,68.20,25,64.30,1,74.70,195,5,100.00
9/13/2022 4:20,76.00,59,76.30,69,73.60,45,68.30,30,64.50,4,74.20,207,5,100.00
9/13/2022 4:25,75.60,95,75.30,69,71.70,51,67.20,30,64.50,1,73.60,246,5,100.00
9/13/2022 4:30,76.90,59,75.90,67,73.20,47,68.40,25,63.90,4,74.40,202,5,100.00
9/13/2022 4:35,76.80,90,74.90,76,68.60,44,65.80,31,64.50,1,73.30,242,5,100.00
9/13/2022 4:40,77.60,84,75.60,78,70.50,50,70.30,43,63.90,3,74.20,258,5,100.00
9/13/2022 4:45,77.10,96,76.70,91,73.10,72,66.60,36,64.20,3,74.60,298,5,100.00
9/13/2022 4:50,76.20,112,75.60,83,73.70,55,68.70,44,64.40,5,74.30,299,5,100.00
9/13/2022 4:55,75.50,109,76.80,86,72.40,65,66.40,36,64.60,4,74.00,300,5,100.00
9/13/2022 5:00,79.10,134,78.20,98,72.80,73,65.70,47,64.50,12,75.40,364,5,100.00
9/13/2022 5:05,79.60,135,78.90,101,73.00,73,70.40,49,64.50,11,76.40,369,5,100.00
9/13/2022 5:10,79.90,132,78.70,113,73.40,86,71.10,56,64.60,3,76.70,390,5,100.00
9/13/2022 5:15,78.70,166,77.30,128,72.40,113,69.30,64,64.70,7,75.40,478,5,100.00
9/13/2022 5:20,79.00,158,77.40,112,71.50,95,73.10,59,64.70,9,75.80,433,5,100.00
9/13/2022 5:25,79.60,149,77.90,108,72.60,87,69.80,62,64.80,7,76.00,413,5,100.00
9/13/2022 5:30,78.90,158,75.00,123,69.80,88,74.10,68,64.90,7,75.10,444,5,100.00
9/13/2022 5:35,76.80,181,74.80,135,72.00,116,74.40,67,64.60,5,74.70,504,5,100.00
9/13/2022 5:40,74.60,172,72.80,133,69.20,103,73.10,80,64.90,20,72.40,508,5,100.00
9/13/2022 5:45,74.20,175,73.00,138,68.00,111,69.60,85,64.60,13,71.60,522,5,100.00
9/13/2022 5:50,74.60,182,72.70,135,66.90,107,66.50,85,64.60,13,71.00,522,5,100.00
9/13/2022 5:55,73.60,167,71.80,135,67.50,120,67.80,85,64.60,10,70.60,517,5,100.00
9/13/2022 6:00,69.10,178,67.40,129,65.90,105,63.60,84,64.90,15,67.00,511,5,100.00
9/13/2022 6:05,66.10,189,65.40,148,65.80,115,62.40,87,64.70,16,65.20,555,5,100.00
9/13/2022 6:10,65.60,168,65.20,129,61.10,91,65.00,86,64.80,11,64.50,485,5,100.00
9/13/2022 6:15,65.20,186,64.20,148,60.50,114,63.70,110,64.60,23,63.70,581,5,100.00
9/13/2022 6:20,63.90,197,64.30,154,62.80,127,64.20,103,65.10,24,63.90,605,5,100.00
9/13/2022 6:25,63.10,185,61.90,133,63.80,108,62.90,113,65.10,20,63.00,559,5,100.00
9/13/2022 6:30,62.20,188,62.40,153,62.90,134,61.90,111,65.00,28,62.50,614,5,100.00
9/13/2022 6:35,63.40,185,62.60,144,60.90,125,62.50,114,65.00,32,62.60,600,5,100.00
9/13/2022 6:40,63.60,183,63.60,154,59.50,131,60.80,116,64.60,30,62.20,614,5,100.00
9/13/2022 6:45,64.50,163,64.10,136,62.10,111,61.00,133,64.10,29,63.10,572,5,100.00
9/13/2022 6:50,64.50,168,64.20,130,62.90,120,62.30,105,64.40,33,63.70,556,5,100.00
9/13/2022 6:55,65.10,163,64.60,136,61.60,119,60.00,127,63.30,48,63.00,593,5,100.00
9/13/2022 7:00,65.80,171,65.20,138,63.50,120,61.50,118,62.50,33,64.10,580,5,100.00
9/13/2022 7:05,64.60,170,65.10,144,62.10,122,61.30,127,62.30,45,63.40,608,5,100.00
9/13/2022 7:10,65.60,172,65.60,152,62.10,123,62.20,123,61.20,39,63.90,609,5,100.00
9/13/2022 7:15,63.90,167,64.50,155,61.40,123,63.00,142,61.50,32,63.20,619,5,100.00
9/13/2022 7:20,63.60,179,63.40,154,59.80,135,59.20,143,56.10,48,61.30,659,5,100.00
9/13/2022 7:25,54.50,169,56.00,148,56.70,124,53.70,124,51.70,53,54.90,618,5,100.00
9/13/2022 7:30,39.30,123,42.70,125,41.70,120,41.60,136,46.80,93,42.20,597,5,100.00
9/13/2022 7:35,27.20,103,30.80,98,27.00,100,32.30,106,42.10,103,31.90,510,5,100.00
9/13/2022 7:40,28.70,138,35.00,132,34.10,117,36.60,147,42.40,106,35.10,640,5,100.00
9/13/2022 7:45,24.00,118,29.50,128,28.10,116,29.30,126,37.70,125,29.80,613,5,100.00
9/13/2022 7:50,18.80,100,22.60,103,23.10,108,24.40,109,34.60,133,25.30,553,5,100.00
9/13/2022 7:55,18.80,123,24.20,119,25.20,132,25.00,129,34.30,120,25.50,623,5,100.00
9/13/2022 8:00,23.60,139,28.30,123,28.60,143,29.00,143,36.50,123,29.00,671,5,100.00
9/13/2022 8:05,29.70,135,33.80,138,33.90,127,33.50,126,37.10,122,33.50,648,5,100.00
9/13/2022 8:10,29.40,130,36.40,131,37.90,129,37.00,144,41.80,98,36.20,632,5,100.00
9/13/2022 8:15,44.20,141,46.10,128,46.80,120,45.20,132,46.50,83,45.70,604,5,100.00
9/13/2022 8:20,50.40,148,49.80,140,47.80,124,46.80,149,46.40,99,48.40,660,5,100.00
9/13/2022 8:25,53.60,147,52.60,137,50.70,135,48.70,151,46.60,89,50.70,659,5,100.00
9/13/2022 8:30,53.60,156,53.30,145,48.10,142,46.30,154,44.70,77,49.70,674,5,100.00
9/13/2022 8:35,38.40,127,40.60,120,36.10,116,35.60,129,42.30,92,38.40,584,5,100.00
9/13/2022 8:40,29.90,132,32.30,122,28.50,123,27.20,117,38.50,106,31.10,600,5,100.00
9/13/2022 8:45,24.40,123,28.00,123,25.20,117,22.70,120,37.10,101,27.20,584,5,100.00
9/13/2022 8:50,22.70,126,25.40,116,24.30,116,23.20,120,36.90,111,26.30,589,5,100.00
9/13/2022 8:55,20.80,117,22.70,116,21.00,102,21.20,110,35.30,108,24.10,553,5,100.00
9/13/2022 9:00,21.20,123,23.90,119,22.10,108,22.60,115,40.30,97,25.50,562,5,100.00
9/13/2022 9:05,32.50,136,35.80,118,33.90,110,31.40,155,49.70,63,35.00,582,5,100.00
9/13/2022 9:10,44.20,147,45.80,121,41.80,114,38.50,122,53.90,64,43.90,568,5,100.00
9/13/2022 9:15,33.80,123,39.60,122,38.60,128,35.70,126,54.80,71,39.20,570,5,100.00
9/13/2022 9:20,41.40,135,45.20,126,43.60,111,41.70,134,58.60,48,44.30,554,5,100.00
9/13/2022 9:25,48.90,144,51.50,120,46.40,125,47.10,131,61.40,60,49.80,580,5,100.00
9/13/2022 9:30,55.90,159,57.40,132,51.50,129,53.20,139,63.40,42,55.20,601,5,100.00
9/13/2022 9:35,59.90,147,61.10,116,54.40,112,54.50,130,66.80,45,58.30,550,5,100.00
9/13/2022 9:40,63.90,130,64.70,124,58.80,97,58.10,116,66.30,47,62.00,514,5,100.00
9/13/2022 9:45,64.80,133,65.30,124,59.70,112,58.70,103,65.20,46,62.60,518,5,100.00
9/13/2022 9:50,64.40,141,64.20,119,61.70,107,59.60,107,68.70,54,63.30,528,5,100.00
9/13/2022 9:55,65.50,123,64.10,116,62.70,107,61.60,113,66.50,43,63.80,502,5,100.00
9/13/2022 10:00,66.70,138,65.30,127,61.10,114,61.10,119,62.70,63,63.60,561,5,100.00
9/13/2022 10:05,68.40,141,65.70,124,63.50,101,60.00,107,61.70,44,64.50,517,5,100.00
9/13/2022 10:10,69.70,136,66.90,120,65.50,102,57.70,123,63.50,34,64.90,515,5,100.00
9/13/2022 10:15,70.90,136,67.10,110,66.30,93,58.90,98,63.70,40,66.10,477,5,100.00
9/13/2022 10:20,71.80,145,68.10,118,65.80,97,61.10,103,64.80,34,67.10,497,5,100.00
9/13/2022 10:25,71.70,146,69.40,116,64.90,108,58.50,106,62.20,43,66.30,519,5,100.00
9/13/2022 10:30,72.30,131,69.80,118,65.60,97,57.80,108,63.50,49,66.50,503,5,100.00
9/13/2022 10:35,72.30,118,70.50,124,65.80,95,60.00,93,62.40,52,67.10,482,5,100.00
9/13/2022 10:40,69.20,126,70.00,114,61.90,103,58.00,110,58.30,39,64.50,492,5,100.00
9/13/2022 10:45,69.40,150,67.40,135,63.00,100,59.00,129,62.10,47,64.80,561,5,100.00
9/13/2022 10:50,71.10,124,69.20,123,65.80,95,63.10,113,64.20,54,67.10,509,5,100.00
9/13/2022 10:55,73.00,106,69.10,101,67.50,96,64.20,110,64.80,34,68.10,447,5,100.00
9/13/2022 11:00,72.70,110,70.90,105,65.00,94,62.80,118,64.70,49,67.50,476,5,100.00
9/13/2022 11:05,72.50,106,69.90,103,62.70,71,61.20,106,65.20,41,66.70,427,5,100.00
9/13/2022 11:10,73.20,123,69.50,110,61.80,85,58.80,103,63.70,56,66.10,477,5,100.00
9/13/2022 11:15,73.90,91,71.50,77,65.10,79,59.10,96,62.50,46,66.60,389,5,100.00
9/13/2022 11:20,73.20,128,70.60,99,61.20,88,58.70,116,63.10,41,66.00,472,5,100.00
9/13/2022 11:25,71.90,103,68.60,106,63.90,87,59.80,102,61.20,51,65.60,449,5,100.00
9/13/2022 11:30,72.90,122,68.10,89,65.60,88,62.60,107,62.10,33,67.10,439,5,100.00
9/13/2022 11:35,73.30,94,69.00,102,67.00,88,61.40,97,62.60,44,67.10,425,5,100.00
9/13/2022 11:40,72.90,97,70.90,97,67.90,78,59.50,107,62.30,56,66.90,435,5,100.00
9/13/2022 11:45,74.00,103,71.80,95,65.90,87,62.50,106,63.00,47,68.00,438,5,100.00
9/13/2022 11:50,74.30,104,71.30,101,63.00,95,63.10,127,63.20,56,67.20,483,5,100.00
9/13/2022 11:55,73.80,98,70.60,100,63.40,82,62.00,117,63.10,48,66.90,445,5,100.00
9/13/2022 12:00,73.20,93,69.90,101,64.90,92,62.40,111,59.10,51,66.50,448,5,100.00
9/13/2022 12:05,74.00,88,70.40,84,66.70,64,61.80,115,60.10,45,66.90,396,5,100.00
9/13/2022 12:10,73.00,114,69.60,98,64.20,99,62.40,115,58.10,43,66.50,469,5,100.00
9/13/2022 12:15,72.90,94,70.10,90,63.30,90,59.90,94,61.40,42,66.00,410,5,100.00
9/13/2022 12:20,72.60,90,71.10,94,64.40,81,61.80,110,62.30,50,66.70,425,5,100.00
9/13/2022 12:25,73.90,94,69.60,104,65.60,69,61.70,109,59.70,59,66.60,435,5,100.00
9/13/2022 12:30,75.10,78,71.80,74,67.90,78,60.20,92,60.10,40,67.40,362,5,100.00
9/13/2022 12:35,74.10,113,71.00,102,67.50,88,61.70,98,60.40,45,68.00,446,5,100.00
9/13/2022 12:40,72.60,98,71.30,90,64.20,91,63.60,110,62.40,33,67.40,422,5,100.00
9/13/2022 12:45,73.90,101,71.70,116,63.90,78,61.00,121,61.00,62,66.80,478,5,100.00
9/13/2022 12:50,73.20,95,71.10,94,60.10,83,59.70,113,61.60,43,65.50,428,5,100.00
9/13/2022 12:55,74.10,115,71.30,98,64.30,84,61.90,94,63.20,44,67.80,435,5,100.00
9/13/2022 13:00,74.40,108,72.90,96,66.30,82,61.30,98,64.20,39,68.50,423,5,100.00
9/13/2022 13:05,74.30,87,71.80,109,66.90,87,62.00,99,64.10,49,68.20,431,5,100.00
9/13/2022 13:10,73.60,100,72.40,102,65.80,78,62.00,100,62.10,58,67.80,438,5,100.00
9/13/2022 13:15,73.90,116,72.00,99,67.20,89,62.80,104,64.00,46,68.60,454,5,100.00
9/13/2022 13:20,74.10,96,71.20,97,69.30,91,60.20,99,64.00,49,68.10,432,5,100.00
9/13/2022 13:25,74.80,99,72.80,116,67.00,87,63.60,105,62.10,59,68.70,466,5,100.00
9/13/2022 13:30,74.30,96,71.20,96,66.60,81,63.50,107,63.30,48,68.20,428,5,100.00
9/13/2022 13:35,74.00,101,72.60,91,66.40,80,62.40,95,65.10,54,68.50,421,5,100.00
9/13/2022 13:40,73.70,98,72.30,82,67.10,76,62.20,103,62.50,49,67.90,408,5,100.00
9/13/2022 13:45,72.90,91,72.20,90,65.70,91,63.60,104,62.70,65,67.60,441,5,100.00
9/13/2022 13:50,73.80,100,73.30,102,65.30,94,64.50,111,63.10,45,68.60,452,5,100.00
9/13/2022 13:55,74.30,98,71.90,99,65.10,86,63.80,97,62.50,61,68.00,441,5,100.00
9/13/2022 14:00,74.30,102,70.90,91,65.10,84,62.80,100,65.00,57,67.90,434,5,100.00
9/13/2022 14:05,75.20,95,72.00,102,67.00,90,63.60,95,66.60,53,69.20,435,5,100.00
9/13/2022 14:10,75.50,108,72.00,100,66.30,88,64.50,118,66.40,48,69.20,462,5,100.00
9/13/2022 14:15,74.00,95,71.00,92,66.40,70,62.90,95,65.10,45,68.30,397,5,100.00
9/13/2022 14:20,75.60,112,73.00,97,69.20,93,63.40,110,62.60,59,69.30,471,5,100.00
9/13/2022 14:25,73.70,121,70.10,104,68.70,86,64.30,109,62.80,48,68.70,468,5,100.00
9/13/2022 14:30,74.60,105,70.30,89,67.60,88,65.90,96,65.00,50,69.20,428,5,100.00
9/13/2022 14:35,74.30,121,71.50,117,66.80,93,65.60,105,61.70,70,68.70,506,5,100.00
9/13/2022 14:40,73.70,99,71.70,102,67.50,88,65.20,107,62.80,68,68.50,464,5,100.00
9/13/2022 14:45,73.80,118,72.60,105,67.40,101,65.20,107,61.00,64,68.70,495,5,100.00
9/13/2022 14:50,74.00,105,73.00,99,68.70,89,66.60,110,62.80,68,69.40,471,5,100.00
9/13/2022 14:55,75.40,91,72.90,92,68.90,86,65.90,99,65.70,71,69.90,439,5,100.00
9/13/2022 15:00,75.10,102,73.20,103,68.50,88,64.70,122,66.20,73,69.60,488,5,100.00
9/13/2022 15:05,75.00,93,72.50,80,66.00,92,63.30,112,65.90,66,68.40,443,5,100.00
9/13/2022 15:10,73.80,108,70.90,107,65.60,86,63.30,117,64.40,67,67.90,485,5,100.00
9/13/2022 15:15,72.90,118,71.40,118,66.20,115,63.90,115,63.30,76,67.90,542,5,100.00
9/13/2022 15:20,73.00,112,71.80,108,65.30,90,65.60,118,63.00,74,68.10,502,5,100.00
9/13/2022 15:25,73.40,113,72.60,92,67.00,108,65.80,114,65.10,62,69.00,489,5,100.00
9/13/2022 15:30,73.30,123,71.80,110,67.00,106,64.60,114,64.60,72,68.60,525,5,100.00
9/13/2022 15:35,72.90,117,70.70,106,66.00,84,60.50,106,62.50,88,66.80,501,5,100.00
9/13/2022 15:40,71.80,128,70.50,116,65.70,91,63.10,105,63.70,75,67.50,515,5,100.00
9/13/2022 15:45,71.20,122,69.40,111,66.20,89,61.10,133,64.20,74,66.50,529,5,100.00
9/13/2022 15:50,71.90,119,70.20,130,67.30,104,63.50,118,65.40,55,68.00,526,5,100.00
9/13/2022 15:55,73.30,104,68.80,103,65.90,89,63.60,109,65.20,60,67.60,465,5,0.00
9/13/2022 16:00,72.40,110,68.30,102,68.40,81,65.30,99,66.50,56,68.40,448,5,100.00
9/13/2022 16:05,73.20,96,69.10,105,69.30,84,65.00,118,65.60,72,68.40,475,5,100.00
9/13/2022 16:10,72.90,126,69.10,113,68.20,97,65.80,123,62.90,64,68.30,523,5,100.00
9/13/2022 16:15,73.50,94,70.20,105,69.40,95,66.90,106,62.20,74,68.70,474,5,100.00
9/13/2022 16:20,73.60,108,71.60,110,68.70,103,66.10,122,62.40,64,69.00,507,5,100.00
9/13/2022 16:25,73.30,112,71.10,99,67.50,98,65.10,124,61.20,71,68.00,504,5,100.00
9/13/2022 16:30,73.10,113,72.00,115,69.40,85,66.40,101,62.70,69,69.30,483,5,100.00
9/13/2022 16:35,71.90,112,73.00,111,70.00,97,65.00,110,62.90,77,68.90,507,5,100.00
9/13/2022 16:40,73.30,105,73.20,107,70.20,95,64.20,111,62.10,85,68.80,503,5,100.00
9/13/2022 16:45,72.60,143,72.00,116,68.30,105,64.20,131,61.50,92,68.10,587,5,100.00
9/13/2022 16:50,72.00,107,72.10,109,67.50,90,65.00,125,62.50,77,68.10,508,5,100.00
9/13/2022 16:55,73.40,106,72.30,110,68.50,105,66.40,107,64.90,63,69.50,491,5,100.00
9/13/2022 17:00,74.10,110,72.50,101,69.40,89,68.10,95,66.60,53,70.60,448,5,100.00
9/13/2022 17:05,73.30,99,71.20,111,67.40,89,65.80,118,66.70,45,69.10,462,5,100.00
9/13/2022 17:10,73.90,115,71.50,107,66.80,100,65.00,114,65.00,58,68.80,494,5,100.00
9/13/2022 17:15,73.80,141,71.00,110,66.30,96,65.10,119,64.70,58,68.90,524,5,100.00
9/13/2022 17:20,73.40,132,70.70,120,67.10,110,64.50,116,63.60,84,68.30,562,5,100.00
9/13/2022 17:25,74.50,123,71.10,120,68.70,96,64.50,113,62.80,66,69.00,518,5,100.00
9/13/2022 17:30,74.00,120,70.90,114,68.50,94,62.70,107,62.10,62,68.30,497,5,100.00
9/13/2022 17:35,73.50,103,71.40,103,66.10,92,63.70,109,62.90,78,67.70,485,5,100.00
9/13/2022 17:40,74.60,105,71.50,100,68.90,98,62.90,126,62.60,57,68.40,486,5,100.00
9/13/2022 17:45,73.30,113,70.90,109,67.90,95,61.60,126,59.60,68,67.10,511,5,100.00
9/13/2022 17:50,73.80,102,71.90,101,68.00,90,64.90,108,61.20,68,68.40,469,5,100.00
9/13/2022 17:55,74.10,92,72.90,93,67.00,91,65.90,109,61.80,67,68.60,452,5,100.00
9/13/2022 18:00,75.90,88,73.50,97,65.70,82,65.70,108,63.70,52,69.30,427,5,100.00
9/13/2022 18:05,75.80,67,74.80,90,67.20,85,64.30,106,63.70,47,69.20,395,5,100.00
9/13/2022 18:10,74.60,92,73.60,86,69.30,80,65.10,109,64.00,68,69.40,435,5,100.00
9/13/2022 18:15,75.40,72,74.40,84,70.70,83,63.50,97,64.40,60,69.60,396,5,100.00
9/13/2022 18:20,76.20,90,73.80,81,73.60,76,64.40,109,65.40,58,70.60,414,5,100.00
9/13/2022 18:25,76.50,69,73.60,77,72.00,89,64.80,90,65.70,45,70.70,370,5,100.00
9/13/2022 18:30,76.40,71,73.40,75,71.90,76,67.20,83,64.40,52,70.90,357,5,100.00
9/13/2022 18:35,75.10,77,72.60,85,69.50,67,67.40,88,59.50,55,69.40,372,5,100.00
9/13/2022 18:40,71.10,77,72.30,86,69.70,78,65.80,100,60.40,60,68.20,401,5,100.00
9/13/2022 18:45,72.40,92,71.30,81,66.80,70,66.90,92,63.20,47,68.70,382,5,100.00
9/13/2022 18:50,74.90,55,73.60,60,69.90,60,66.90,86,64.20,41,69.90,302,5,100.00
9/13/2022 18:55,75.50,57,74.10,71,66.80,55,67.80,80,64.30,41,70.10,304,5,100.00
9/13/2022 19:00,75.90,59,74.70,72,69.10,38,66.00,68,64.50,36,70.70,273,5,100.00
9/13/2022 19:05,77.20,50,74.40,68,67.90,68,66.70,63,64.60,47,70.20,296,5,100.00
9/13/2022 19:10,77.40,58,74.10,70,69.50,59,70.00,73,64.80,35,71.70,295,5,100.00
9/13/2022 19:15,77.70,49,75.80,61,73.40,56,72.20,74,64.30,39,73.10,279,5,100.00
9/13/2022 19:20,77.50,50,73.70,62,73.90,49,73.50,76,64.80,35,73.20,272,5,100.00
9/13/2022 19:25,77.20,53,74.70,63,71.90,50,72.70,71,64.90,35,72.90,272,5,100.00
9/13/2022 19:30,77.80,50,76.00,64,72.40,44,72.40,69,65.60,32,73.50,259,5,100.00
9/13/2022 19:35,77.60,49,74.00,56,73.50,54,72.10,55,65.80,37,73.00,251,5,100.00
9/13/2022 19:40,76.70,57,73.60,67,72.80,58,70.10,92,65.50,29,72.20,303,5,100.00
9/13/2022 19:45,76.80,58,72.00,71,72.20,62,69.20,74,65.10,35,71.50,300,5,100.00
9/13/2022 19:50,77.20,54,73.40,72,70.80,49,67.60,71,64.50,32,71.20,278,5,100.00
9/13/2022 19:55,76.40,56,72.70,68,71.80,70,66.40,70,64.70,22,71.00,286,5,100.00
9/13/2022 20:00,76.60,45,74.00,58,71.90,46,67.70,58,65.20,27,71.50,234,5,100.00
9/13/2022 20:05,76.50,47,72.70,60,70.30,43,68.70,65,65.40,26,71.10,241,5,100.00
9/13/2022 20:10,77.10,53,73.30,59,70.90,59,67.00,56,64.00,21,71.30,248,5,100.00
9/13/2022 20:15,77.30,48,73.90,54,71.50,44,67.70,65,64.50,18,71.70,229,5,100.00
9/13/2022 20:20,77.30,51,75.20,53,72.20,47,68.60,55,64.10,22,72.40,228,5,100.00
9/13/2022 20:25,77.00,37,74.10,62,71.70,43,68.30,60,64.20,18,71.70,220,5,100.00
9/13/2022 20:30,76.50,49,73.20,50,69.00,39,65.80,54,64.50,20,70.50,212,5,100.00
9/13/2022 20:35,77.50,52,74.70,60,70.50,44,66.70,47,64.60,17,72.00,220,5,100.00
9/13/2022 20:40,76.90,43,73.90,56,69.10,49,66.10,54,64.50,18,70.70,220,5,100.00
9/13/2022 20:45,76.40,46,73.60,46,65.20,43,68.70,57,64.40,22,70.30,214,5,100.00
9/13/2022 20:50,76.40,42,74.30,47,67.80,32,69.60,47,65.20,27,71.30,195,5,100.00
9/13/2022 20:55,76.90,47,73.30,55,66.90,39,70.10,64,65.10,15,71.40,220,5,100.00
9/13/2022 21:00,76.00,42,73.00,50,68.70,42,64.90,41,65.10,21,70.20,196,5,100.00
9/13/2022 21:05,76.60,45,73.00,51,70.30,39,66.80,35,64.80,16,71.40,186,5,100.00
9/13/2022 21:10,76.60,48,75.00,50,72.50,37,67.10,48,64.60,15,72.20,198,5,100.00
9/13/2022 21:15,76.30,53,73.60,53,71.00,41,69.90,57,64.60,17,72.10,221,5,100.00
