5 Minutes,Lane 1 Speed (mph),Lane 1 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Speed (mph),Flow (Veh/5 Minutes),# Lane Points,% Observed
9/13/2022 13:20,69.30,48,65.80,70,62.40,62,58.20,51,63.90,231,4,0.00
9/13/2022 13:25,69.30,48,65.80,70,62.40,62,58.20,50,63.90,230,4,0.00
9/13/2022 13:30,69.30,48,65.80,70,62.40,62,58.20,51,63.90,231,4,0.00
9/13/2022 13:35,69.30,49,65.80,71,62.40,63,58.20,51,63.90,234,4,0.00
9/13/2022 13:40,69.30,50,65.80,73,62.40,64,58.20,53,63.90,240,4,0.00
9/13/2022 13:45,69.30,50,65.80,73,62.40,65,58.20,53,63.90,241,4,0.00
9/13/2022 13:50,69.30,51,65.80,73,62.40,65,58.20,53,63.90,242,4,0.00
9/13/2022 13:55,69.30,50,65.80,72,62.40,64,58.20,52,63.90,238,4,0.00
9/13/2022 14:00,68.90,50,65.40,72,62.10,64,57.90,52,63.60,238,4,0.00
9/13/2022 14:05,68.80,50,65.30,73,62.00,65,57.80,53,63.50,241,4,0.00
9/13/2022 14:10,68.80,52,65.30,75,62.00,66,57.80,54,63.50,247,4,0.00
9/13/2022 14:15,68.70,54,65.20,78,61.90,69,57.70,56,63.40,257,4,0.00
9/13/2022 14:20,68.60,54,65.10,79,61.80,69,57.60,57,63.30,259,4,0.00
9/13/2022 14:25,68.70,54,65.20,79,61.90,69,57.70,57,63.40,259,4,0.00
9/13/2022 14:30,68.70,54,65.20,79,61.90,69,57.70,57,63.40,259,4,0.00
9/13/2022 14:35,68.70,56,65.20,81,61.90,72,57.70,59,63.40,268,4,0.00
9/13/2022 14:40,68.70,57,65.20,83,61.90,73,57.70,60,63.40,273,4,0.00
9/13/2022 14:45,68.70,57,65.20,83,61.90,73,57.70,60,63.40,273,4,0.00
9/13/2022 14:50,68.70,56,65.20,81,61.90,72,57.70,59,63.40,268,4,0.00
9/13/2022 14:55,68.70,55,65.20,80,61.90,70,57.70,58,63.40,263,4,0.00
9/13/2022 15:00,68.60,54,65.10,78,61.80,69,57.60,57,63.30,258,4,0.00
9/13/2022 15:05,68.50,54,65.00,79,61.70,69,57.50,57,63.20,259,4,0.00
9/13/2022 15:10,68.40,55,64.90,80,61.60,71,57.40,58,63.10,264,4,0.00
9/13/2022 15:15,68.40,56,64.90,81,61.60,72,57.40,59,63.10,268,4,0.00
9/13/2022 15:20,68.40,56,64.90,81,61.60,71,57.40,58,63.10,266,4,0.00
9/13/2022 15:25,68.50,55,65.00,80,61.70,70,57.50,58,63.20,263,4,0.00
9/13/2022 15:30,68.50,55,65.00,79,61.70,70,57.50,58,63.20,262,4,0.00
9/13/2022 15:35,68.40,56,64.90,81,61.60,72,57.40,59,63.10,268,4,0.00
9/13/2022 15:40,68.40,57,64.90,83,61.60,73,57.40,60,63.10,273,4,0.00
9/13/2022 15:45,68.30,57,64.80,83,61.50,73,57.30,60,63.00,273,4,0.00
9/13/2022 15:50,68.40,56,64.90,82,61.60,72,57.40,59,63.10,269,4,0.00
9/13/2022 15:55,68.60,55,65.10,80,61.80,71,57.60,58,63.30,264,4,0.00
9/13/2022 16:00,68.70,54,65.20,79,61.90,70,57.70,57,63.40,260,4,0.00
9/13/2022 16:05,68.80,55,65.30,79,62.00,70,57.80,58,63.50,262,4,0.00
9/13/2022 16:10,68.70,56,65.20,81,61.90,71,57.70,58,63.40,266,4,0.00
9/13/2022 16:15,68.80,56,65.30,82,62.00,72,57.80,59,63.50,269,4,0.00
9/13/2022 16:20,68.80,56,65.30,82,62.00,72,57.80,59,63.50,269,4,0.00
9/13/2022 16:25,68.90,55,65.40,80,62.10,71,57.90,58,63.60,264,4,0.00
9/13/2022 16:30,69.10,55,65.50,80,62.20,71,58.00,58,63.70,264,4,0.00
9/13/2022 16:35,69.10,56,65.50,82,62.20,72,58.00,59,63.70,269,4,0.00
9/13/2022 16:40,69.10,58,65.50,84,62.20,74,58.00,61,63.70,277,4,0.00
9/13/2022 16:45,69.10,58,65.50,84,62.20,74,58.00,61,63.70,277,4,0.00
9/13/2022 16:50,69.10,57,65.50,83,62.20,73,58.00,60,63.70,273,4,0.00
9/13/2022 16:55,69.20,56,65.70,81,62.30,72,58.10,59,63.80,268,4,0.00
9/13/2022 17:00,69.20,55,65.70,80,62.30,71,58.10,58,63.80,264,4,0.00
9/13/2022 17:05,69.20,57,65.70,83,62.30,73,58.10,60,63.80,273,4,0.00
9/13/2022 17:10,69.20,59,65.70,85,62.30,75,58.10,61,63.80,280,4,0.00
9/13/2022 17:15,69.10,59,65.50,85,62.20,75,58.00,61,63.70,280,4,0.00
9/13/2022 17:20,69.10,58,65.50,84,62.20,74,58.00,61,63.70,277,4,0.00
9/13/2022 17:25,69.30,57,65.80,82,62.40,73,58.20,59,63.90,271,4,0.00
9/13/2022 17:30,69.30,56,65.80,81,62.40,72,58.20,59,63.90,268,4,0.00
9/13/2022 17:35,69.40,56,65.90,81,62.50,71,58.20,58,64.00,266,4,0.00
9/13/2022 17:40,69.50,55,66.00,80,62.60,71,58.30,58,64.10,264,4,0.00
9/13/2022 17:45,69.60,55,66.10,79,62.70,70,58.40,57,64.20,261,4,0.00
9/13/2022 17:50,69.70,54,66.20,78,62.80,69,58.50,56,64.30,257,4,0.00
9/13/2022 17:55,69.90,53,66.40,76,63.00,68,58.70,55,64.50,252,4,0.00
9/13/2022 18:00,70.00,52,66.50,75,63.10,66,58.80,54,64.60,247,4,0.00
9/13/2022 18:05,70.10,52,66.60,75,63.20,66,58.90,54,64.70,247,4,0.00
9/13/2022 18:10,70.40,52,66.80,75,63.40,66,59.10,54,64.90,247,4,0.00
9/13/2022 18:15,70.50,52,66.90,75,63.50,66,59.20,54,65.00,247,4,0.00
9/13/2022 18:20,70.60,51,67.00,74,63.60,65,59.20,54,65.10,244,4,0.00
9/13/2022 18:25,70.70,50,67.10,73,63.70,64,59.30,53,65.20,240,4,0.00
9/13/2022 18:30,71.00,49,67.40,71,64.00,62,59.60,51,65.50,233,4,0.00
9/13/2022 18:35,71.10,49,67.50,70,64.10,62,59.70,51,65.60,232,4,0.00
9/13/2022 18:40,71.30,48,67.70,70,64.30,62,59.90,50,65.80,230,4,0.00
9/13/2022 18:45,71.30,47,67.70,68,64.30,60,59.90,49,65.80,224,4,0.00
9/13/2022 18:50,71.60,47,67.90,68,64.50,60,60.10,49,66.00,224,4,0.00
9/13/2022 18:55,71.70,45,68.00,66,64.60,58,60.20,47,66.10,216,4,0.00
9/13/2022 19:00,72.10,44,68.40,64,65.00,56,60.50,46,66.50,210,4,0.00
9/13/2022 19:05,72.30,43,68.60,63,65.20,55,60.70,45,66.70,206,4,0.00
9/13/2022 19:10,72.30,43,68.60,63,65.20,56,60.70,46,66.70,208,4,0.00
9/13/2022 19:15,72.40,43,68.70,63,65.30,55,60.80,45,66.80,206,4,0.00
9/13/2022 19:20,72.50,42,68.80,61,65.30,54,60.90,44,66.90,201,4,0.00
9/13/2022 19:25,72.60,41,68.90,60,65.40,53,61.00,43,67.00,197,4,0.00
9/13/2022 19:30,72.70,40,69.00,58,65.50,51,61.10,42,67.10,191,4,0.00
9/13/2022 19:35,72.70,39,69.00,57,65.50,50,61.10,41,67.10,187,4,0.00
9/13/2022 19:40,72.90,39,69.10,56,65.60,50,61.20,41,67.20,186,4,0.00
9/13/2022 19:45,72.90,38,69.10,55,65.60,49,61.20,40,67.20,182,4,0.00
9/13/2022 19:50,73.00,37,69.30,54,65.70,48,61.20,39,67.30,178,4,0.00
9/13/2022 19:55,73.00,36,69.30,52,65.70,46,61.20,38,67.30,172,4,0.00
9/13/2022 20:00,73.10,35,69.40,51,65.80,45,61.30,37,67.40,168,4,0.00
9/13/2022 20:05,73.20,35,69.50,51,65.90,45,61.40,37,67.50,168,4,0.00
9/13/2022 20:10,73.20,36,69.50,52,65.90,46,61.40,37,67.60,171,4,0.00
9/13/2022 20:15,73.20,35,69.50,50,65.90,44,61.40,36,67.60,165,4,0.00
9/13/2022 20:20,73.20,35,69.50,50,65.90,44,61.40,36,67.60,165,4,0.00
9/13/2022 20:25,73.10,34,69.40,49,65.80,44,61.30,36,67.40,163,4,0.00
9/13/2022 20:30,73.10,33,69.40,48,65.80,42,61.30,34,67.50,157,4,0.00
9/13/2022 20:35,73.10,32,69.40,47,65.80,42,61.30,34,67.40,155,4,0.00
9/13/2022 20:40,73.10,32,69.40,47,65.80,41,61.30,34,67.40,154,4,0.00
9/13/2022 20:45,72.90,32,69.10,46,65.60,40,61.20,33,67.30,151,4,0.00
9/13/2022 20:50,72.70,31,69.00,45,65.50,39,61.10,32,67.20,147,4,0.00
9/13/2022 20:55,72.70,31,69.00,44,65.50,39,61.10,32,67.10,146,4,0.00
9/13/2022 21:00,73.00,30,69.30,44,65.70,39,61.20,32,67.30,145,4,0.00
9/13/2022 21:05,73.10,30,69.40,43,65.80,38,61.30,31,67.40,142,4,0.00
9/13/2022 21:10,73.10,30,69.40,43,65.80,38,61.30,31,67.40,142,4,0.00
9/13/2022 21:15,73.10,30,69.40,43,65.80,38,61.30,31,67.40,142,4,0.00
9/13/2022 21:20,73.10,29,69.40,43,65.80,38,61.30,31,67.40,141,4,0.00
9/13/2022 21:25,73.20,29,69.50,42,65.90,37,61.40,30,67.50,138,4,0.00
9/13/2022 21:30,73.20,28,69.50,40,65.90,36,61.40,29,67.50,133,4,0.00
9/13/2022 21:35,73.30,27,69.60,39,66.00,35,61.50,28,67.60,129,4,0.00
9/13/2022 21:40,73.30,27,69.60,39,66.00,34,61.50,28,67.70,128,4,0.00
9/13/2022 21:45,73.40,26,69.70,38,66.10,33,61.60,27,67.80,124,4,0.00
9/13/2022 21:50,73.40,25,69.70,36,66.10,32,61.60,26,67.70,119,4,0.00
9/13/2022 21:55,73.40,24,69.70,35,66.10,31,61.60,26,67.70,116,4,0.00
9/13/2022 22:00,73.40,23,69.70,34,66.10,30,61.60,25,67.70,112,4,0.00
9/13/2022 22:05,73.40,24,69.70,34,66.10,30,61.60,25,67.70,113,4,0.00
9/13/2022 22:10,73.50,24,69.80,35,66.20,31,61.70,25,67.80,115,4,0.00
9/13/2022 22:15,73.40,24,69.70,34,66.10,30,61.60,25,67.70,113,4,0.00
9/13/2022 22:20,73.50,23,69.80,33,66.20,29,61.70,24,67.80,109,4,0.00
9/13/2022 22:25,73.50,22,69.80,31,66.20,28,61.70,23,67.80,104,4,0.00
9/13/2022 22:30,73.50,21,69.80,30,66.20,27,61.70,22,67.80,100,4,0.00
9/13/2022 22:35,73.50,20,69.80,30,66.20,26,61.70,22,67.80,98,4,0.00
9/13/2022 22:40,73.50,20,69.80,29,66.20,25,61.70,21,67.80,95,4,0.00
9/13/2022 22:45,73.60,19,69.90,28,66.30,25,61.80,20,67.90,92,4,0.00
9/13/2022 22:50,73.50,18,69.80,26,66.20,23,61.70,19,67.80,86,4,0.00
9/13/2022 22:55,73.50,17,69.80,25,66.20,22,61.70,18,67.80,82,4,0.00
9/13/2022 23:00,73.50,16,69.80,23,66.20,21,61.70,17,67.80,77,4,0.00
9/13/2022 23:05,73.50,16,69.80,23,66.20,20,61.70,17,67.80,76,4,0.00
9/13/2022 23:10,73.50,16,69.80,23,66.20,20,61.70,17,67.80,76,4,0.00
9/13/2022 23:15,73.50,15,69.80,22,66.20,20,61.70,16,67.80,73,4,0.00
9/13/2022 23:20,73.50,15,69.80,21,66.20,19,61.70,15,67.90,70,4,0.00
9/13/2022 23:25,73.40,14,69.70,20,66.10,17,61.60,14,67.80,65,4,0.00
9/13/2022 23:30,73.40,13,69.70,19,66.10,17,61.60,14,67.70,63,4,0.00
9/13/2022 23:35,73.40,13,69.70,18,66.10,16,61.60,13,67.80,60,4,0.00
9/13/2022 23:40,73.40,13,69.70,18,66.10,16,61.60,13,67.80,60,4,0.00
9/13/2022 23:45,73.40,12,69.70,17,66.10,15,61.60,13,67.70,57,4,0.00
9/13/2022 23:50,73.40,11,69.70,16,66.10,14,61.60,12,67.70,53,4,0.00
9/13/2022 23:55,73.30,10,69.60,15,66.00,13,61.50,11,67.60,49,4,0.00
9/14/2022 0:00,73.80,10,70.10,14,66.50,12,62.00,10,68.20,46,4,0.00
9/14/2022 0:05,73.70,9,70.00,14,66.40,12,61.90,10,68.00,45,4,0.00
